run,type,module,name,attrname,attrvalue,value
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[442].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[444].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[446].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[448].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[450].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[452].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[454].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[456].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[458].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[47].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[460].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[462].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[464].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[466].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[468].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[470].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[472].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[474].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[476].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[478].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[49].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[480].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[482].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[484].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[486].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[488].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[490].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[492].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[494].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[496].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[498].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[51].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[500].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[502].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[504].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[506].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[508].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[510].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[512].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[514].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[516].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[518].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[53].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[520].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[522].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[524].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[526].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[528].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[530].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[532].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[534].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[536].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[538].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[55].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[540].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[542].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[544].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[546].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[548].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[550].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[552].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[554].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[556].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[558].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[57].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[560].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[562].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[564].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[566].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[568].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[570].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[572].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[574].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[576].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[578].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[59].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[580].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[582].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[584].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[586].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[588].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[590].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[592].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[594].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[596].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[598].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[7].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[61].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[600].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[602].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[604].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[606].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[608].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[610].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[612].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[614].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[616].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[618].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[63].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[620].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[622].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[624].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[626].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[628].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[630].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[632].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[634].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[636].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[638].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[65].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[640].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[642].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[644].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[646].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[648].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[650].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[652].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[654].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[656].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[658].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[67].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[660].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[662].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[664].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[666].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[668].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[670].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[672].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[674].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[676].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[678].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[69].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[680].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[682].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[684].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[686].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[688].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[690].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[692].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[694].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[696].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[698].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[71].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[700].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[702].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[704].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[706].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[708].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[710].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[712].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[714].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[716].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[718].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[72].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[720].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[722].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[724].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[726].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[728].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[730].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[732].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[734].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[736].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[738].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[74].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[740].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[742].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[744].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[746].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[748].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[750].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[752].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[753].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[755].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[757].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[77].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[759].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[761].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[763].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[765].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[767].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[769].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[771].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[773].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[776].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[778].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[79].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[780].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[781].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[783].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[785].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[787].nic.phy80211p,ncollisions,,,0
General-4-20191214-17:16:07-11140,scalar,RSUExampleScenario.node[789].nic.phy80211p,ncollisions,,,0
